"ID","Mission_Number","Time_of_Initial_Call","Aircraft_ID","Mission_Activation_Time","Date_and_Time_Connected_to_Asset","TaskStatusID","BaseShiftID","TaskTypeID","SectorID"
"88704","LFA9202","30/09/2017 6:46:14 AM","63","30/09/2017 6:46:26 AM","30/09/2017 6:46:24 AM","3","6","21","2"
"88705","LFA9203","30/09/2017 9:21:28 AM","86","30/09/2017 9:21:46 AM","","3","11","21","2"
"88706","LFA9204","30/09/2017 9:51:45 AM","96","30/09/2017 9:51:55 AM","","3","13","21","2"
"88707","LFA9205","30/09/2017 9:55:17 AM","98","30/09/2017 9:55:29 AM","","3","5","21","2"
"88708","LFA9206","30/09/2017 10:55:02 AM","15","30/09/2017 10:55:23 AM","","3","18","21","2"
"88709","LFA9207","30/09/2017 1:12:33 PM","100","30/09/2017 1:14:14 PM","","3","16","21","2"
"88710","LFA9208","30/09/2017 6:36:57 PM","63","30/09/2017 6:37:05 PM","30/09/2017 6:37:04 PM","3","7","21","2"
"88711","LFA9209","30/09/2017 6:42:45 PM","72","30/09/2017 6:43:35 PM","","3","4","21","2"
"88712","LFA9210","30/09/2017 6:48:03 PM","83","30/09/2017 6:48:12 PM","","3","9","23","2"
"88713","LFA9211","30/09/2017 7:32:48 PM","100","30/09/2017 7:33:01 PM","","3","17","21","2"
"88714","LFA9212","1/10/2017 6:42:34 AM","96","1/10/2017 6:42:56 AM","","3","11","21","2"
"88715","LFA9213","1/10/2017 6:44:19 AM","63","1/10/2017 6:44:34 AM","","3","6","21","2"
"88716","LFA9214","1/10/2017 7:00:02 AM","83","1/10/2017 7:00:34 AM","","3","8","21","2"
"88717","LFA9215","1/10/2017 7:14:57 AM","98","1/10/2017 7:15:01 AM","","3","2","21","2"
"88718","LFA9216","1/10/2017 9:29:17 AM","16","1/10/2017 9:33:48 AM","","3","10","21","2"
"88719","LFA9217","1/10/2017 12:33:13 PM","96","1/10/2017 12:33:27 PM","1/10/2017 12:33:25 PM","3","13","21","2"
"88720","LFA9218","1/10/2017 12:37:27 PM","62","1/10/2017 12:37:38 PM","1/10/2017 12:37:36 PM","3","14","21","2"
"88721","LFA9219","1/10/2017 1:06:41 PM","15","1/10/2017 1:06:52 PM","1/10/2017 1:06:51 PM","3","18","23","2"
"88722","LFA9220","1/10/2017 2:56:29 PM","72","1/10/2017 2:56:43 PM","1/10/2017 2:56:41 PM","3","5","21","2"
"88723","LFA9221","1/10/2017 6:23:58 PM","16","1/10/2017 6:24:07 PM","1/10/2017 6:24:06 PM","3","9","21","2"
"88724","LFA9222","1/10/2017 6:47:32 PM","62","1/10/2017 6:47:49 PM","","3","15","23","2"
"88725","LFA9223","1/10/2017 7:08:48 PM","63","1/10/2017 7:08:58 PM","","3","7","21","2"
"88726","LFA9224","1/10/2017 7:11:29 PM","86","1/10/2017 7:11:44 PM","","3","12","","2"
"88727","LFA9225","1/10/2017 7:36:28 PM","98","1/10/2017 7:37:09 PM","","3","4","","2"
"88728","LFA9226","1/10/2017 10:42:41 PM","100","1/10/2017 10:42:49 PM","","3","17","21","2"
"88729","LFA9227","2/10/2017 6:34:57 AM","63","2/10/2017 6:35:06 AM","2/10/2017 6:35:05 AM","3","6","21","2"
"88730","LFA9228","2/10/2017 9:14:21 AM","98","2/10/2017 9:15:17 AM","","5","2","21","2"
"88731","LFA9229","2/10/2017 9:49:36 AM","15","2/10/2017 9:50:27 AM","2/10/2017 9:50:25 AM","3","18","21","2"
"88732","LFA9230","2/10/2017 10:04:04 AM","83","2/10/2017 10:04:15 AM","","3","8","21","2"
"88733","LFA9231","2/10/2017 11:47:59 AM","96","2/10/2017 12:00:47 PM","","3","11","21","2"
"88734","LFA9232","2/10/2017 12:09:24 PM","69","2/10/2017 12:09:37 PM","","3","14","21","2"
"88735","LFA9233","2/10/2017 2:23:09 PM","83","2/10/2017 2:23:20 PM","","3","10","21","2"
"88736","LFA9234","2/10/2017 6:58:08 PM","98","2/10/2017 6:58:20 PM","","3","4","21","2"
"88737","LFA9235","2/10/2017 7:02:04 PM","96","2/10/2017 7:02:16 PM","2/10/2017 7:02:20 PM","3","12","21","2"
"88738","LFA9236","2/10/2017 7:42:37 PM","69","2/10/2017 7:42:52 PM","2/10/2017 7:42:51 PM","3","15","21","2"
"88739","LFA9237","3/10/2017 6:49:39 AM","83","3/10/2017 6:49:49 AM","3/10/2017 6:49:48 AM","3","8","21","2"
"88741","LFA9239","3/10/2017 7:08:52 AM","98","3/10/2017 7:09:43 AM","3/10/2017 7:09:44 AM","3","2","21","2"
"88742","LFA9240","3/10/2017 7:10:08 AM","96","3/10/2017 7:10:23 AM","3/10/2017 7:10:21 AM","3","11","21","2"
"88745","LFA9243","3/10/2017 9:27:39 AM","63","3/10/2017 9:27:46 AM","","3","6","21","2"
"88746","LFA9244","3/10/2017 9:54:23 AM","16","3/10/2017 9:54:31 AM","","3","10","21","2"
"88748","LFA9246","3/10/2017 10:48:53 AM","86","3/10/2017 10:49:04 AM","","3","13","21","2"
"88749","LFA9247","3/10/2017 2:39:47 PM","100","3/10/2017 2:39:49 PM","3/10/2017 2:39:52 PM","3","16","21","2"
"88750","LFA9248","3/10/2017 6:51:09 PM","83","3/10/2017 6:51:22 PM","","3","9","21","2"
"88751","LFA9249","3/10/2017 6:56:35 PM","15","3/10/2017 7:06:43 PM","","3","19","21","2"
"88752","LFA9250","3/10/2017 7:19:43 PM","69","3/10/2017 7:20:12 PM","","3","15","21","2"
"88753","LFA9251","3/10/2017 7:23:54 PM","96","3/10/2017 7:24:06 PM","","3","12","21","2"
"88754","LFA9252","3/10/2017 7:28:00 PM","98","3/10/2017 7:28:06 PM","","5","4","21","2"
"88755","LFA9253","3/10/2017 7:44:26 PM","63","3/10/2017 7:44:36 PM","3/10/2017 7:44:35 PM","3","7","21","2"
"88756","LFA9254","4/10/2017 6:29:05 AM","63","4/10/2017 6:29:30 AM","","3","6","","2"
"88757","LFA9255","4/10/2017 6:32:14 AM","83","4/10/2017 6:32:53 AM","","3","8","","2"
"88758","LFA9256","4/10/2017 6:34:34 AM","101","4/10/2017 6:34:45 AM","","3","2","21","2"
"88759","LFA9257","4/10/2017 6:38:15 AM","96","4/10/2017 6:38:40 AM","","5","11","21","2"
"88760","LFA9258","4/10/2017 8:39:42 AM","86","4/10/2017 8:40:09 AM","4/10/2017 8:40:08 AM","3","11","21","2"
"88761","LFA9259","4/10/2017 9:13:49 AM","98","4/10/2017 9:16:45 AM","4/10/2017 9:16:44 AM","3","5","21","2"
"88762","LFA9260","4/10/2017 9:22:33 AM","68","4/10/2017 9:22:53 AM","4/10/2017 9:22:59 AM","3","10","21","2"
"88763","LFA9261","4/10/2017 11:24:49 AM","100","4/10/2017 12:49:43 PM","4/10/2017 12:49:45 PM","3","16","22","2"
"88764","LFA9262","4/10/2017 12:29:43 PM","15","4/10/2017 12:30:11 PM","4/10/2017 12:30:15 PM","3","18","21","2"
"88766","LFA9264","4/10/2017 2:20:49 PM","69","4/10/2017 2:21:05 PM","4/10/2017 2:21:04 PM","3","14","21","2"
"88767","LFA9265","4/10/2017 4:57:31 PM","17","4/10/2017 4:57:41 PM","4/10/2017 4:57:43 PM","3","17","23","2"
"88768","LFA9266","4/10/2017 6:48:57 PM","83","4/10/2017 6:49:10 PM","4/10/2017 6:49:12 PM","3","9","21","2"
"88769","LFA9267","4/10/2017 6:53:41 PM","86","4/10/2017 6:53:58 PM","4/10/2017 6:54:01 PM","3","12","21","2"
"88770","LFA9268","4/10/2017 7:14:09 PM","101","4/10/2017 7:14:17 PM","","3","4","21","2"
"88771","LFA9269","4/10/2017 7:19:52 PM","63","4/10/2017 7:20:08 PM","","3","7","21","2"
"88773","LFA9271","4/10/2017 8:56:44 PM","69","4/10/2017 8:57:20 PM","","3","15","21","2"
"88774","LFA9272","4/10/2017 10:35:52 PM","100","4/10/2017 10:35:59 PM","","3","17","21","2"
"88775","LFA9273","4/10/2017 11:00:38 PM","17","4/10/2017 11:00:58 PM","","3","17","21","2"
"88776","LFA9274","5/10/2017 6:41:01 AM","86","5/10/2017 6:41:17 AM","","3","11","21","2"
"88777","LFA9275","5/10/2017 6:46:00 AM","63","5/10/2017 6:46:32 AM","","3","6","21","2"
"88779","LFA9277","5/10/2017 7:46:09 AM","101","5/10/2017 7:46:51 AM","","3","2","21","2"
"88780","LFA9278","5/10/2017 8:25:48 AM","68","5/10/2017 8:25:56 AM","5/10/2017 8:25:59 AM","3","8","21","2"
"88781","LFA9279","5/10/2017 9:21:07 AM","69","5/10/2017 9:21:19 AM","","3","14","21","2"
"88782","LFA9280","5/10/2017 9:55:29 AM","100","5/10/2017 9:55:39 AM","","3","16","21","2"
"88783","LFA9281","5/10/2017 11:09:26 AM","83","5/10/2017 11:09:40 AM","","3","10","21","2"
"88784","LFA9282","5/10/2017 11:45:14 AM","62","5/10/2017 11:45:28 AM","","3","13","21","2"
"88785","LFA9283","5/10/2017 2:01:14 PM","101","5/10/2017 2:01:34 PM","5/10/2017 2:01:37 PM","3","5","21","2"
"88786","LFA9284","5/10/2017 5:45:33 PM","100","5/10/2017 5:45:46 PM","5/10/2017 5:45:49 PM","3","17","21","2"
"88787","LFA9285","5/10/2017 6:18:34 PM","69","5/10/2017 6:18:46 PM","","3","15","21","2"
"88788","LFA9286","5/10/2017 6:36:00 PM","86","5/10/2017 6:37:02 PM","5/10/2017 6:37:09 PM","3","12","21","2"
"88789","LFA9287","5/10/2017 6:42:05 PM","15","5/10/2017 6:42:45 PM","","3","19","21","2"
"88790","LFA9288","5/10/2017 6:43:26 PM","83","5/10/2017 6:43:33 PM","5/10/2017 6:43:38 PM","3","9","21","2"
"88791","LFA9289","5/10/2017 6:49:28 PM","98","5/10/2017 6:49:53 PM","5/10/2017 9:09:42 PM","3","4","21","2"
"88792","LFA9290","6/10/2017 6:37:21 AM","69","6/10/2017 6:37:41 AM","6/10/2017 12:19:35 PM","3","14","21","2"
"88793","LFA9291","6/10/2017 6:45:34 AM","63","6/10/2017 6:46:14 AM","6/10/2017 11:11:51 AM","3","6","21","2"
"88794","LFA9292","6/10/2017 7:05:21 AM","16","6/10/2017 7:08:51 AM","","3","2","21","2"
"88795","LFA9293","6/10/2017 7:19:19 AM","83","6/10/2017 7:19:33 AM","","3","8","21","2"
"88796","LFA9294","6/10/2017 7:20:13 AM","86","6/10/2017 7:20:41 AM","","3","11","21","2"
"88797","LFA9295","6/10/2017 9:35:58 AM","68","6/10/2017 9:36:12 AM","","3","10","21","2"
"88798","LFA9296","6/10/2017 10:05:07 AM","100","6/10/2017 10:05:29 AM","","3","16","21","2"
"88799","LFA9297","6/10/2017 11:40:15 AM","86","6/10/2017 11:40:27 AM","","3","13","21","2"
"88800","LFA9298","6/10/2017 12:20:59 PM","15","6/10/2017 12:21:06 PM","6/10/2017 12:21:09 PM","3","18","21","2"
"88801","LFA9299","6/10/2017 2:14:05 PM","16","6/10/2017 2:14:13 PM","6/10/2017 2:14:17 PM","3","5","21","2"
"88802","LFA9300","6/10/2017 6:09:03 PM","83","6/10/2017 6:09:14 PM","6/10/2017 8:26:58 PM","3","9","21","2"
"88803","LFA9301","6/10/2017 6:14:21 PM","63","6/10/2017 6:14:42 PM","6/10/2017 7:45:55 PM","3","7","21","2"
"88804","LFA9302","6/10/2017 6:20:04 PM","16","6/10/2017 6:20:07 PM","6/10/2017 6:20:19 PM","3","4","21","2"
"88805","LFA9303","6/10/2017 6:58:07 PM","62","6/10/2017 6:58:25 PM","6/10/2017 6:58:48 PM","3","12","21","2"
"88806","LFA9304","6/10/2017 7:23:33 PM","69","6/10/2017 7:23:36 PM","6/10/2017 7:23:37 PM","3","15","21","2"
"88807","LFA9305","6/10/2017 9:46:51 PM","100","6/10/2017 9:47:03 PM","6/10/2017 9:47:02 PM","3","17","21","2"
"88808","LFA9306","7/10/2017 7:05:15 AM","83","7/10/2017 7:05:39 AM","7/10/2017 7:05:37 AM","3","8","21","2"
"88809","LFA9307","7/10/2017 7:21:13 AM","16","7/10/2017 7:21:27 AM","7/10/2017 7:21:25 AM","3","2","21","2"
"88810","LFA9308","7/10/2017 7:25:50 AM","86","7/10/2017 7:26:00 AM","","3","11","21","2"
"88811","LFA9309","7/10/2017 7:34:58 AM","63","7/10/2017 7:35:43 AM","","3","6","21","2"
"88812","LFA9310","7/10/2017 9:22:59 AM","100","7/10/2017 9:23:11 AM","7/10/2017 9:23:43 AM","3","16","21","2"
"88813","LFA9311","7/10/2017 9:33:53 AM","72","7/10/2017 9:34:04 AM","7/10/2017 9:34:01 AM","3","5","21","2"
"88814","LFA9312","7/10/2017 9:45:57 AM","96","7/10/2017 9:46:37 AM","7/10/2017 9:46:36 AM","3","13","21","2"
"88815","LFA9313","7/10/2017 10:55:03 AM","68","7/10/2017 10:55:19 AM","7/10/2017 10:55:17 AM","3","10","21","2"
"88816","LFA9314","7/10/2017 12:15:31 PM","69","7/10/2017 12:15:43 PM","7/10/2017 12:15:42 PM","3","14","21","2"
"88817","LFA9315","7/10/2017 6:32:44 PM","83","7/10/2017 6:33:03 PM","8/10/2017 1:14:06 AM","3","9","21","2"
"88818","LFA9316","7/10/2017 6:35:43 PM","86","7/10/2017 6:35:52 PM","","3","12","21","2"
"88819","LFA9317","7/10/2017 6:44:58 PM","63","7/10/2017 6:45:07 PM","","3","7","21","2"
"88820","LFA9318","7/10/2017 7:33:17 PM","15","7/10/2017 7:33:29 PM","7/10/2017 7:33:28 PM","3","19","21","2"
"88821","LFA9319","7/10/2017 8:58:29 PM","69","7/10/2017 8:58:41 PM","7/10/2017 8:58:39 PM","3","15","21","2"
"88822","LFA9320","7/10/2017 11:41:28 PM","16","7/10/2017 11:41:40 PM","7/10/2017 11:41:39 PM","3","4","21","2"
"88823","LFA9321","8/10/2017 6:50:45 AM","63","8/10/2017 6:50:58 AM","8/10/2017 6:50:56 AM","3","6","21","2"
"88824","LFA9322","8/10/2017 7:34:47 AM","83","8/10/2017 7:34:57 AM","","3","8","21","2"
"88825","LFA9323","8/10/2017 7:41:23 AM","69","8/10/2017 7:42:46 AM","8/10/2017 7:42:45 AM","3","14","21","2"
"88826","LFA9324","8/10/2017 9:54:14 AM","15","8/10/2017 9:54:25 AM","8/10/2017 9:54:24 AM","3","18","21","2"
"88827","LFA9325","8/10/2017 10:59:22 AM","86","8/10/2017 10:59:34 AM","8/10/2017 10:59:33 AM","3","11","21","2"
"88828","LFA9326","8/10/2017 12:11:00 PM","68","8/10/2017 12:11:11 PM","8/10/2017 12:11:09 PM","3","10","21","2"
"88829","LFA9327","8/10/2017 12:23:36 PM","16","8/10/2017 12:24:02 PM","8/10/2017 12:24:00 PM","3","2","21","2"
"88830","LFA9328","8/10/2017 3:24:26 PM","100","8/10/2017 3:24:48 PM","8/10/2017 3:24:47 PM","3","16","21","2"
"88831","LFA9329","8/10/2017 6:43:02 PM","63","8/10/2017 6:43:12 PM","8/10/2017 6:43:10 PM","3","7","21","2"
"88832","LFA9330","8/10/2017 6:47:27 PM","72","8/10/2017 6:47:46 PM","8/10/2017 6:47:45 PM","3","4","21","2"
"88833","LFA9331","8/10/2017 7:06:02 PM","83","8/10/2017 7:06:17 PM","8/10/2017 7:06:16 PM","3","9","21","2"
"88834","LFA9332","8/10/2017 10:35:26 PM","86","8/10/2017 10:35:39 PM","8/10/2017 10:35:48 PM","3","12","21","2"
"88835","LFA9333","9/10/2017 6:38:20 AM","86","9/10/2017 6:39:57 AM","","3","11","21","2"
"88837","LFA9335","9/10/2017 7:00:58 AM","83","9/10/2017 7:01:04 AM","9/10/2017 7:01:01 AM","3","8","21","2"
"88838","LFA9336","9/10/2017 7:04:24 AM","72","9/10/2017 7:04:29 AM","9/10/2017 7:04:27 AM","3","2","","2"
"88839","LFA9337","9/10/2017 8:58:50 AM","62","9/10/2017 8:58:58 AM","9/10/2017 8:58:59 AM","3","14","21","2"
"88840","LFA9338","9/10/2017 9:12:52 AM","16","9/10/2017 9:13:37 AM","9/10/2017 2:27:27 PM","3","5","21","2"
"88841","LFA9339","9/10/2017 9:21:56 AM","68","9/10/2017 9:22:22 AM","9/10/2017 9:22:20 AM","3","10","21","2"
"88842","LFA9340","9/10/2017 12:00:58 PM","96","9/10/2017 12:01:19 PM","","3","13","21","2"
"88843","LFA9341","9/10/2017 6:17:40 PM","86","9/10/2017 6:17:58 PM","9/10/2017 6:18:01 PM","3","12","21","2"
"88844","LFA9342","9/10/2017 6:47:57 PM","15","9/10/2017 6:48:10 PM","9/10/2017 6:48:09 PM","3","19","21","2"
"88845","LFA9343","9/10/2017 6:47:42 PM","63","9/10/2017 6:47:55 PM","9/10/2017 6:47:57 PM","3","7","21","2"
"88846","LFA9344","9/10/2017 6:55:46 PM","72","9/10/2017 6:55:53 PM","9/10/2017 6:55:52 PM","3","4","21","2"
"88847","LFA9345","9/10/2017 7:13:08 PM","83","9/10/2017 7:13:26 PM","9/10/2017 7:13:25 PM","3","9","21","2"
"88848","LFA9346","9/10/2017 7:34:10 PM","100","9/10/2017 7:34:28 PM","","3","17","21","2"
"88849","LFA9347","10/10/2017 5:42:24 AM","83","10/10/2017 5:43:08 AM","","3","8","21","2"
"88850","LFA9348","10/10/2017 6:33:12 AM","71","10/10/2017 6:33:17 AM","","3","2","21","2"
"88851","LFA9349","10/10/2017 7:07:12 AM","86","10/10/2017 7:07:18 AM","","3","11","21","2"
"88852","LFA9350","10/10/2017 7:53:35 AM","63","10/10/2017 7:53:56 AM","10/10/2017 7:53:54 AM","3","6","21","2"
"88853","LFA9351","10/10/2017 9:20:06 AM","72","10/10/2017 9:20:32 AM","10/10/2017 9:20:08 AM","3","5","21","2"
"88854","LFA9352","10/10/2017 9:55:16 AM","96","10/10/2017 9:55:29 AM","10/10/2017 9:55:28 AM","3","13","21","2"
"88855","LFA9353","10/10/2017 11:11:01 AM","69","10/10/2017 11:11:18 AM","10/10/2017 11:11:22 AM","3","14","21","2"
"88857","LFA9355","10/10/2017 11:24:07 AM","68","10/10/2017 11:24:17 AM","10/10/2017 11:24:09 AM","3","10","21","2"
"88858","LFA9356","10/10/2017 6:13:47 PM","100","10/10/2017 6:14:00 PM","10/10/2017 6:13:49 PM","3","17","21","2"
"88859","LFA9357","10/10/2017 6:34:39 PM","83","10/10/2017 6:34:57 PM","10/10/2017 6:35:01 PM","3","9","21","2"
"88860","LFA9358","10/10/2017 6:40:21 PM","63","10/10/2017 6:40:37 PM","10/10/2017 6:40:38 PM","3","7","21","2"
"88861","LFA9359","10/10/2017 6:52:08 PM","15","10/10/2017 6:52:23 PM","10/10/2017 6:52:31 PM","3","19","21","2"
"88862","LFA9360","10/10/2017 6:52:45 PM","69","10/10/2017 6:52:57 PM","10/10/2017 6:52:56 PM","3","15","21","2"
"88863","LFA9361","10/10/2017 7:01:34 PM","86","10/10/2017 7:01:45 PM","10/10/2017 7:01:48 PM","3","12","21","2"
"88864","LFA9362","11/10/2017 6:18:55 AM","68","11/10/2017 6:19:08 AM","11/10/2017 6:19:07 AM","3","8","21","2"
"88865","LFA9363","11/10/2017 6:23:03 AM","96","11/10/2017 6:23:12 AM","11/10/2017 6:23:11 AM","3","11","21","2"
"88866","LFA9364","11/10/2017 6:41:56 AM","62","11/10/2017 6:42:05 AM","11/10/2017 6:42:04 AM","3","2","21","2"
"88868","LFA9366","11/10/2017 7:26:04 AM","69","11/10/2017 7:26:32 AM","11/10/2017 7:26:31 AM","3","14","21","2"
"88869","LFA9367","11/10/2017 8:35:45 AM","68","11/10/2017 8:35:52 AM","11/10/2017 8:42:39 AM","3","6","21","2"
"88871","LFA9369","11/10/2017 12:18:07 PM","62","11/10/2017 12:18:15 PM","11/10/2017 12:18:33 PM","3","5","21","2"
"88872","LFA9370","11/10/2017 12:26:14 PM","100","11/10/2017 12:26:21 PM","11/10/2017 12:26:25 PM","3","16","21","2"
"88873","LFA9371","11/10/2017 12:30:03 PM","83","11/10/2017 12:30:23 PM","11/10/2017 12:30:21 PM","3","10","21","2"
"88874","LFA9372","11/10/2017 3:03:44 PM","86","11/10/2017 3:04:15 PM","11/10/2017 3:04:14 PM","3","13","21","2"
"88876","LFA9374","11/10/2017 6:33:16 PM","72","11/10/2017 6:33:24 PM","11/10/2017 6:33:23 PM","3","4","21","2"
"88877","LFA9375","11/10/2017 6:41:28 PM","68","11/10/2017 6:41:51 PM","11/10/2017 6:41:49 PM","3","7","21","2"
"88878","LFA9376","11/10/2017 6:45:34 PM","83","11/10/2017 6:46:12 PM","11/10/2017 6:46:11 PM","3","9","21","2"
"88879","LFA9377","11/10/2017 6:59:27 PM","15","11/10/2017 6:59:39 PM","11/10/2017 7:02:54 PM","3","19","21","2"
"88880","LFA9378","11/10/2017 9:33:49 PM","69","11/10/2017 9:34:00 PM","11/10/2017 9:33:58 PM","3","15","21","2"
"88881","LFA9379","11/10/2017 11:33:07 PM","100","11/10/2017 11:33:18 PM","11/10/2017 11:33:17 PM","3","17","21","2"
"88882","LFA9380","12/10/2017 6:42:09 AM","100","12/10/2017 6:42:34 AM","12/10/2017 6:42:33 AM","3","16","21","2"
"88883","LFA9381","12/10/2017 6:44:55 AM","96","12/10/2017 6:45:04 AM","12/10/2017 6:45:03 AM","3","11","21","2"
"88884","LFA9382","12/10/2017 6:48:03 AM","83","12/10/2017 6:48:21 AM","12/10/2017 6:48:19 AM","3","8","21","2"
"88885","LFA9383","12/10/2017 7:03:07 AM","68","12/10/2017 7:03:25 AM","12/10/2017 7:03:23 AM","3","6","21","2"
"88886","LFA9384","12/10/2017 9:20:54 AM","63","12/10/2017 9:21:06 AM","12/10/2017 9:21:05 AM","3","10","21","2"
"88887","LFA9385","12/10/2017 9:42:55 AM","15","12/10/2017 9:43:16 AM","12/10/2017 9:44:01 AM","3","5","21","2"
"88888","LFA9386","12/10/2017 10:50:17 AM","86","12/10/2017 10:50:34 AM","12/10/2017 10:50:40 AM","3","13","21","2"
"88889","LFA9387","12/10/2017 12:35:32 PM","98","12/10/2017 12:35:42 PM","12/10/2017 12:35:41 PM","5","2","21","2"
"88890","LFA9388","12/10/2017 6:35:40 PM","72","12/10/2017 6:36:24 PM","12/10/2017 6:36:23 PM","3","4","21","2"
"88891","LFA9389","12/10/2017 6:50:22 PM","68","12/10/2017 6:50:46 PM","12/10/2017 6:50:44 PM","3","7","21","2"
"88892","LFA9390","12/10/2017 7:05:32 PM","83","12/10/2017 7:05:52 PM","12/10/2017 7:05:50 PM","3","9","21","2"
"88893","LFA9391","12/10/2017 7:06:31 PM","96","12/10/2017 7:06:48 PM","12/10/2017 7:06:47 PM","3","12","21","2"
"88894","LFA9392","12/10/2017 7:50:04 PM","62","12/10/2017 7:50:21 PM","12/10/2017 7:50:25 PM","3","19","21","2"
"88895","LFA9393","12/10/2017 9:21:12 PM","69","12/10/2017 9:21:31 PM","12/10/2017 9:21:28 PM","3","15","21","2"
"88896","LFA9394","13/10/2017 1:40:09 AM","100","13/10/2017 1:40:17 AM","13/10/2017 1:40:19 AM","3","17","21","2"
"88897","LFA9395","13/10/2017 6:36:24 AM","83","13/10/2017 6:36:32 AM","13/10/2017 6:36:35 AM","3","8","21","2"
"88898","LFA9396","13/10/2017 7:11:02 AM","15","13/10/2017 7:11:50 AM","13/10/2017 7:11:48 AM","3","2","21","2"
"88899","LFA9397","13/10/2017 8:44:43 AM","100","13/10/2017 8:44:58 AM","","3","16","21","2"
"88900","LFA9398","13/10/2017 9:35:38 AM","63","13/10/2017 9:36:12 AM","13/10/2017 9:36:11 AM","3","10","21","2"
"88901","LFA9399","13/10/2017 9:48:04 AM","98","13/10/2017 9:48:14 AM","13/10/2017 9:48:13 AM","3","5","21","2"
"88902","LFA9400","13/10/2017 9:54:42 AM","96","13/10/2017 9:54:54 AM","13/10/2017 9:54:53 AM","3","11","21","2"
"88903","LFA9401","13/10/2017 10:13:07 AM","69","13/10/2017 10:13:18 AM","","3","14","21","2"
"88905","LFA9403","13/10/2017 6:31:24 PM","96","13/10/2017 6:31:37 PM","13/10/2017 6:31:36 PM","3","12","21","2"
"88906","LFA9404","13/10/2017 6:45:04 PM","100","13/10/2017 6:45:13 PM","13/10/2017 6:45:12 PM","3","17","21","2"
"88907","LFA9405","13/10/2017 6:49:41 PM","98","13/10/2017 6:49:55 PM","13/10/2017 6:49:54 PM","5","4","21","2"
"88908","LFA9406","13/10/2017 8:20:56 PM","68","13/10/2017 8:21:06 PM","13/10/2017 8:21:04 PM","3","7","21","2"
"88909","LFA9407","13/10/2017 9:15:51 PM","98","13/10/2017 9:16:03 PM","13/10/2017 9:16:09 PM","3","4","21","2"
"88910","LFA9408","14/10/2017 2:00:55 AM","69","14/10/2017 2:01:08 AM","14/10/2017 2:01:06 AM","3","15","21","2"
"88911","LFA9409","14/10/2017 6:57:25 AM","96","14/10/2017 6:57:40 AM","14/10/2017 6:57:38 AM","3","11","21","2"
"88912","LFA9410","14/10/2017 7:25:02 AM","72","14/10/2017 7:25:11 AM","","3","2","21","2"
"88913","LFA9411","14/10/2017 7:38:55 AM","68","14/10/2017 7:39:09 AM","14/10/2017 7:39:05 AM","3","6","21","2"
"88914","LFA9412","14/10/2017 7:59:36 AM","83","14/10/2017 7:59:47 AM","","3","8","21","2"
"88915","LFA9413","14/10/2017 9:20:30 AM","63","14/10/2017 9:20:43 AM","","3","10","21","2"
"88916","LFA9414","14/10/2017 9:21:07 AM","98","14/10/2017 9:21:17 AM","","3","5","21","2"
"88917","LFA9415","14/10/2017 10:40:17 AM","100","14/10/2017 10:40:32 AM","","3","16","21","2"
"88918","LFA9416","14/10/2017 2:55:26 PM","71","14/10/2017 2:55:44 PM","14/10/2017 2:55:52 PM","3","13","21","2"
"88919","LFA9417","14/10/2017 4:19:25 PM","69","14/10/2017 4:19:35 PM","","3","14","21","2"
"88920","LFA9418","14/10/2017 5:09:52 PM","96","14/10/2017 5:10:11 PM","14/10/2017 5:10:10 PM","3","12","21","2"
"88921","LFA9419","14/10/2017 6:17:13 PM","100","14/10/2017 6:17:28 PM","14/10/2017 6:48:47 PM","3","17","21","2"
"88922","LFA9420","14/10/2017 6:53:35 PM","83","14/10/2017 6:53:39 PM","14/10/2017 6:53:40 PM","3","9","","2"
"88923","LFA9421","14/10/2017 7:35:51 PM","69","14/10/2017 7:36:09 PM","14/10/2017 7:36:02 PM","3","15","21","2"
"88924","LFA9422","14/10/2017 8:10:56 PM","68","14/10/2017 8:11:11 PM","14/10/2017 8:11:15 PM","3","7","21","2"
"88925","LFA9423","15/10/2017 7:34:07 AM","68","15/10/2017 7:34:27 AM","15/10/2017 7:34:25 AM","3","6","21","2"
"88926","LFA9424","15/10/2017 7:39:46 AM","62","15/10/2017 7:39:58 AM","15/10/2017 7:39:57 AM","3","18","21","2"
"88927","LFA9425","15/10/2017 8:26:56 AM","98","15/10/2017 8:27:05 AM","15/10/2017 8:27:04 AM","3","2","21","2"
"88928","LFA9426","15/10/2017 8:39:16 AM","83","15/10/2017 8:39:31 AM","15/10/2017 8:39:35 AM","3","8","21","2"
"88929","LFA9427","15/10/2017 9:03:05 AM","69","15/10/2017 9:03:16 AM","15/10/2017 9:03:18 AM","3","14","21","2"
"88930","LFA9428","15/10/2017 9:44:51 AM","71","15/10/2017 9:45:00 AM","15/10/2017 9:45:01 AM","3","11","21","2"
"88931","LFA9429","15/10/2017 10:45:31 AM","72","15/10/2017 10:46:03 AM","15/10/2017 10:46:02 AM","3","5","21","2"
"88933","LFA9431","15/10/2017 3:14:59 PM","96","15/10/2017 3:15:30 PM","15/10/2017 3:15:29 PM","3","13","21","2"
"88934","LFA9432","15/10/2017 6:43:11 PM","83","15/10/2017 6:43:18 PM","15/10/2017 6:43:19 PM","3","9","21","2"
